ApplicationDate,Age,CreditScore,EducationLevel,Experience,LoanAmount,MaritalStatus,HomeOwnershipStatus,ID,CreditCardUtilizationRate,NumberOfCreditInquiries,LoanPurpose,PaymentHistory,SavingsAccountBalance,TotalAssets,JobTenure,InterestRate,RiskScore
27-08-2018,32,549,Bachelor,8,32798,Divorced,Own,A239,5.01,0,Auto,30,1382,100090,4,29.66,55
28-08-2018,50,564,High School,26,13574,Married,Other,A240,7.22,1,Debt Consolidation,33,2108,23314,3,20.52,59
29-08-2018,30,544,Bachelor,11,28715,Single,Rent,A241,27.6,0,Home,25,3730,94880,7,26.38,56
30-08-2018,38,582,Master,16,29658,Divorced,Rent,A242,28.4,1,Education,36,794,116610,7,24.39,54
31-08-2018,46,450,Master,24,44563,Married,Own,A243,3.91,0,Debt Consolidation,32,8172,20670,5,42,51
01-09-2018,50,634,Bachelor,29,14474,Single,Mortgage,A244,1.01,0,Debt Consolidation,21,1524,117515,1,20.26,46
02-09-2018,25,603,Bachelor,4,33259,Single,Other,A245,6.31,1,Other,19,2500,125998,3,20.58,53
03-09-2018,35,610,Bachelor,16,20920,Single,Mortgage,A246,7.45,0,Debt Consolidation,22,1654,5522,4,17.02,70
04-09-2018,34,602,High School,14,9999,Single,Mortgage,A247,19.3,0,Education,28,4662,146709,1,20.91,56
05-09-2018,32,606,Bachelor,8,36726,Married,Rent,A248,2.56,1,Home,26,3099,46874,9,25.87,54
06-09-2018,61,583,Bachelor,39,25261,Married,Mortgage,A249,37.5,3,Other,25,2656,24326,8,21.55,60
07-09-2018,44,587,Bachelor,23,14635,Divorced,Mortgage,A250,1.06,2,Education,29,5121,45657,6,22.01,40
08-09-2018,24,622,Bachelor,2,29532,Divorced,Mortgage,A251,47.5,2,Auto,23,1961,143116,7,27.65,51
09-09-2018,51,628,Bachelor,26,25118,Widowed,Rent,A252,44.7,2,Auto,24,917,18952,7,17.16,48
10-09-2018,65,579,Bachelor,42,44037,Married,Rent,A253,23.6,1,Home,24,2825,43020,5,27.61,54
11-09-2018,52,565,High School,28,12684,Married,Rent,A254,33.4,2,Education,33,6135,93068,9,24.78,51
12-09-2018,21,589,Master,0,18957,Widowed,Mortgage,A255,3.39,0,Education,11,1945,9667,1,21.75,59
13-09-2018,34,536,Bachelor,13,13424,Single,Mortgage,A256,16.4,0,Debt Consolidation,25,2254,52754,1,25.72,56
14-09-2018,55,509,Bachelor,32,18698,Married,Mortgage,A257,4.27,0,Other,26,8564,239980,7,20.64,42
15-09-2018,31,599,Associate,5,26572,Widowed,Other,A258,5.8,1,Auto,25,987,19661,3,22.92,56
16-09-2018,45,632,Master,20,35991,Married,Other,A259,22.4,0,Education,31,1014,24707,1,22.31,48
17-09-2018,49,583,Bachelor,25,17337,Married,Mortgage,A260,16.3,1,Other,27,1256,390370,6,23.23,51
18-09-2018,28,589,Bachelor,5,31671,Single,Mortgage,A261,3.88,0,Auto,19,3160,295715,3,25.53,74
19-09-2018,39,530,Doctorate,14,29901,Single,Mortgage,A262,18.2,2,Debt Consolidation,17,4763,228464,6,23.35,47
20-09-2018,18,555,Master,0,22942,Widowed,Other,A263,43.7,0,Other,18,4814,58602,4,26.4,42
21-09-2018,27,570,Bachelor,9,31897,Married,Mortgage,A264,1.47,2,Other,29,11187,56865,2,33.82,54
22-09-2018,36,575,High School,16,16449,Married,Mortgage,A265,272,0,Other,26,587,69490,2,21.56,XX
23-09-2018,25,630,Doctorate,2,7604,Married,Mortgage,A266,22.1,2,Education,22,3441,121192,2,20.38,50
24-09-2018,59,610,Doctorate,40,21413,Married,Own,A267,29.9,1,Home,20,2737,65900,6,20.12,48
25-09-2018,22,462,High School,1,23503,Single,Rent,A268,4.08,0,Auto,23,2048,37410,10,33.42,55
26-09-2018,34,589,Associate,13,23464,Married,Rent,A269,2.09,0,Debt Consolidation,27,1533,15161,7,20.71,41
27-09-2018,41,588,Bachelor,19,51696,Married,Own,A270,23,1,Home,25,4479,25948,4,21.05,51
28-09-2018,57,617,High School,35,28122,Single,Mortgage,A271,11.2,2,Auto,16,3388,117767,7,22.77,46
29-09-2018,22,578,High School,0,16797,Married,Own,A272,12.6,0,Home,20,1128,17621,8,26.06,57
30-09-2018,53,635,Bachelor,29,31589,Married,Mortgage,A273,22.7,0,Education,23,12430,99320,6,19.06,XX
01-10-2018,40,562,Doctorate,18,27411,Married,Other,A274,14.9,0,Debt Consolidation,17,1321,108513,9,29.19,56
02-10-2018,28,521,High School,6,28140,Married,Rent,A275,2.01,0,Debt Consolidation,16,2373,13431,4,37.51,51
03-10-2018,45,581,Master,25,27462,Single,Own,A276,4.52,1,Education,23,1362,72026,3,19.7,43
04-10-2018,42,632,Master,17,12820,Married,Rent,A277,9.14,0,Debt Consolidation,20,2701,13578,9,14.81,57
05-10-2018,32,597,Master,11,15725,Widowed,Mortgage,A278,28.3,1,Debt Consolidation,21,3453,317610,3,20.27,57
06-10-2018,40,560,Associate,20,21634,Divorced,Mortgage,A279,3.71,1,Auto,32,5336,143091,7,22.17,54
07-10-2018,35,526,Associate,12,14215,Married,Other,A280,16.4,0,Other,25,3210,28446,0,23.8,49
08-10-2018,41,561,Associate,20,41720,Divorced,Mortgage,A281,3.84,1,Auto,21,2477,75346,2,21.87,58
09-10-2018,47,613,Master,26,10034,Married,Own,A282,21.7,1,Education,15,15952,36020,5,20.97,37
10-10-2018,59,634,Bachelor,36,21320,Single,Mortgage,A283,32.9,1,Home,26,1426,30016,10,18.23,36
11-10-2018,25,534,High School,3,19820,Single,Rent,A284,2.52,1,Auto,32,2582,61743,5,27.2,54
12-10-2018,65,631,High School,38,33548,Married,Rent,A285,4.09,1,Debt Consolidation,19,4896,81454,3,18.71,51
13-10-2018,18,531,Associate,0,18490,Single,Rent,A286,12.8,1,Home,32,26725,28782,3,21.49,59
14-10-2018,38,607,Doctorate,14,19552,Single,Rent,A287,5.23,0,Education,27,718,159378,5,26.46,36
15-10-2018,47,589,Bachelor,28,21380,Single,Mortgage,A288,5.8,1,Education,17,20058,50021,2,20.2,42
16-10-2018,43,575,Bachelor,22,15763,Widowed,Rent,A289,3.11,1,Other,19,4825,99623,9,19.93,42
17-10-2018,32,445,High School,12,17018,Single,Mortgage,A290,2.07,0,Auto,23,2432,22024,6,28.76,39
18-10-2018,37,620,Master,16,16112,Married,Own,A291,4.83,0,Other,22,6384,33453,6,22.21,44
19-10-2018,34,598,Bachelor,11,52609,Married,Mortgage,A292,6.71,1,Debt Consolidation,28,924,23710,8,27.36,60
20-10-2018,32,619,Master,7,18027,Married,Rent,A293,7.43,1,Auto,29,6266,40123,4,17.08,39
21-10-2018,50,580,Associate,27,16282,Married,Own,A294,8.76,1,Home,26,8849,71576,6,21.69,51
22-10-2018,44,642,Bachelor,22,22076,Divorced,Mortgage,A295,24.4,0,Debt Consolidation,26,10960,71923,6,20.25,40
23-10-2018,31,530,Associate,10,21534,Single,Mortgage,A296,3.12,1,Auto,27,899,96053,7,22.97,40
24-10-2018,50,627,High School,25,20061,Married,Own,A297,3.56,1,Home,24,3563,109630,8,18.74,51
25-10-2018,43,571,High School,16,53420,Married,Rent,A298,2.08,1,Auto,32,2158,19003,3,33.14,59
26-10-2018,49,583,High School,26,44032,Married,Mortgage,A299,28,1,Debt Consolidation,28,1308,28871,5,29.41,XX
27-10-2018,47,492,Associate,23,30787,Single,Own,A300,2.46,0,Education,29,20264,1138334,3,36.65,38
28-10-2018,30,603,Bachelor,7,12517,Married,Other,A301,16.5,1,Education,26,14928,82498,6,19.94,XX
29-10-2018,33,552,High School,9,9769,Single,Mortgage,A302,11.8,1,Home,28,1101,33399,5,26.5,55
30-10-2018,48,563,Associate,28,9446,Divorced,Other,A303,60.8,3,Education,31,4899,77301,3,19.45,55
31-10-2018,47,482,Associate,25,27512,Married,Mortgage,A304,27.8,2,Education,20,14151,270652,6,26.51,41
01-11-2018,39,615,Bachelor,16,15696,Divorced,Mortgage,A305,12.9,1,Home,25,5732,86766,4,16.12,39
02-11-2018,41,619,High School,16,10669,Divorced,Rent,A306,3.15,1,Auto,28,2366,66332,9,22.49,XX
03-11-2018,55,656,Bachelor,34,18914,Widowed,Rent,A307,19.5,1,Education,24,975,49916,4,16.37,50
04-11-2018,32,617,Associate,14,13335,Married,Other,A308,1.48,2,Home,27,6819,43330,4,21.84,40
05-11-2018,46,511,High School,24,24013,Divorced,Mortgage,A309,18.2,1,Debt Consolidation,20,1280,22872,4,28.85,48
06-11-2018,37,545,Bachelor,12,36289,Married,Mortgage,A310,4.65,2,Education,20,3994,84698,4,26.6,60
07-11-2018,37,403,High School,18,18371,Single,Rent,A311,30.5,2,Auto,27,2748,39359,6,34.2,56
08-11-2018,53,611,Master,33,53571,Married,Rent,A312,31.5,1,Other,29,1099,100845,0,24.1,48
09-11-2018,49,494,Master,26,24754,Married,Rent,A313,5.2,3,Home,23,965,103736,9,28.67,54
10-11-2018,49,600,Bachelor,27,37175,Single,Own,A314,6.04,1,Education,17,3744,128333,2,20.17,44
11-11-2018,55,582,Associate,31,32141,Divorced,Rent,A315,18.1,1,Auto,25,432,281669,6,26.8,38
12-11-2018,40,611,Bachelor,20,29198,Married,Own,A316,30.1,1,Debt Consolidation,31,2250,11131,4,23.36,47
13-11-2018,48,498,Bachelor,26,36697,Single,Mortgage,A317,3.76,0,Home,25,2542,57738,6,30.54,49
14-11-2018,36,476,Associate,11,19238,Single,Mortgage,A318,27.8,3,Auto,23,1200,198224,5,36.52,48
15-11-2018,43,467,High School,23,8927,Married,Mortgage,A319,28.8,0,Auto,27,3812,466949,4,36.11,45
16-11-2018,38,544,High School,13,25539,Married,Mortgage,A320,12.4,0,Other,20,5958,32142,2,23.1,40
17-11-2018,41,545,High School,21,36928,Married,Other,A321,3.53,1,Debt Consolidation,18,23215,39792,9,28.2,56
18-11-2018,47,599,Bachelor,23,17636,Married,Own,A322,15.2,0,Debt Consolidation,18,2950,64485,7,18.8,63
19-11-2018,30,530,Master,8,25677,Single,Rent,A323,9.07,1,Home,19,3254,61835,6,25.56,58
20-11-2018,65,610,Associate,45,6549,Married,Own,A324,471,2,Auto,25,2150,20489,7,22.24,60
21-11-2018,27,546,High School,5,32442,Single,Own,A325,4.21,1,Debt Consolidation,28,1713,44361,4,21.25,55
22-11-2018,25,380,High School,1,14467,Married,Rent,A326,2.54,3,Debt Consolidation,21,2205,203821,9,41.9,54
23-11-2018,53,589,Associate,31,8569,Married,Rent,A327,13.8,0,Home,22,8040,68774,13,18.25,51
24-11-2018,49,585,High School,24,32753,Single,Own,A328,5.51,2,Auto,17,2437,209751,3,27.31,59
25-11-2018,47,599,Associate,22,19937,Widowed,Own,A329,32.7,1,Auto,24,12872,19491,5,25.85,42
26-11-2018,47,438,High School,27,25725,Married,Other,A330,7.25,2,Home,20,3581,49934,8,28.97,65
27-11-2018,39,549,Bachelor,19,27129,Single,Other,A331,5.59,0,Home,18,584,47152,4,25.38,67
28-11-2018,29,610,Bachelor,9,36161,Single,Other,A332,2.99,1,Auto,28,4669,31789,4,23.61,XX
29-11-2018,40,563,Master,19,29653,Married,Mortgage,A333,5.36,2,Education,23,4186,65301,6,25.35,61
30-11-2018,31,510,Bachelor,6,17955,Married,Other,A334,4.99,0,Education,26,6987,73115,6,23.52,53
01-12-2018,51,583,High School,27,26795,Married,Rent,A335,1.56,1,Debt Consolidation,28,5625,111694,4,26.59,49
02-12-2018,38,591,Bachelor,17,34138,Divorced,Mortgage,A336,464,1,Home,22,292,42766,3,26.15,60
03-12-2018,30,498,High School,8,5936,Divorced,Rent,A337,16.1,1,Home,24,1815,175586,4,25,55
04-12-2018,36,525,Bachelor,11,17279,Single,Mortgage,A338,2.82,0,Home,14,8642,203499,8,27.53,48
05-12-2018,44,596,High School,18,15671,Single,Rent,A339,14,2,Debt Consolidation,23,4065,90708,2,21.01,65
06-12-2018,33,548,High School,10,10610,Divorced,Rent,A340,20.5,2,Debt Consolidation,21,1950,153480,7,22.87,38
07-12-2018,30,618,Associate,12,63485,Divorced,Other,A341,4.83,2,Debt Consolidation,30,10250,25986,6,22.99,54
08-12-2018,42,542,High School,19,48408,Single,Mortgage,A342,20.4,2,Debt Consolidation,26,38858,112182,5,31.76,59
09-12-2018,42,476,Associate,18,13149,Married,Mortgage,A343,34.2,1,Home,22,15006,36128,2,29.36,59
10-12-2018,33,526,Associate,10,8350,Single,Mortgage,A344,15.3,1,Auto,22,9421,289047,9,23.13,35
11-12-2018,34,530,Bachelor,10,13164,Divorced,Rent,A345,9.92,1,Auto,18,3527,132827,5,29.72,65
12-12-2018,42,487,Associate,19,29471,Married,Mortgage,A346,2.5,0,Education,22,2367,67092,5,29.86,49
13-12-2018,22,566,Associate,2,19802,Married,Rent,A347,3.97,3,Debt Consolidation,24,2491,18277,4,21.26,50
14-12-2018,23,465,Bachelor,2,46928,Divorced,Own,A348,36.7,0,Home,28,3308,183773,5,27.84,45
15-12-2018,31,431,High School,9,35136,Married,Mortgage,A349,12.6,1,Other,22,8234,14679,4,36,55
16-12-2018,37,589,Master,12,9686,Single,Mortgage,A350,3.6,1,Debt Consolidation,23,3645,357294,6,22.82,33
17-12-2018,43,476,Master,22,55889,Married,Own,A351,16.5,2,Home,26,5012,18356,1,31.21,50
18-12-2018,57,663,Doctorate,34,8954,Married,Rent,A352,43.6,1,Home,16,4152,68953,4,15.47,44
19-12-2018,50,609,Associate,27,51450,Married,Mortgage,A353,39.7,0,Home,24,7822,71768,4,23.8,49
20-12-2018,38,559,Associate,12,10270,Single,Mortgage,A354,20.9,4,Auto,29,935,54814,2,20.82,60
21-12-2018,39,465,Bachelor,17,11531,Married,Own,A355,17.5,1,Debt Consolidation,26,2204,19372,4,29.44,42
22-12-2018,27,544,High School,8,18400,Married,Mortgage,A356,19.8,0,Home,20,5790,32190,6,27.23,55
23-12-2018,39,533,High School,NaN,16936,Married,Own,A357,2.67,0,Home,20,7280,90564,7,24.71,50
24-12-2018,36,584,Associate,9,20574,Divorced,Mortgage,A358,2.53,1,Home,29,3468,25288,6,22.16,50
25-12-2018,43,511,Bachelor,19,13628,Divorced,Rent,A359,2.86,1,Auto,21,2991,39674,6,24.82,54
26-12-2018,30,545,High School,9,10094,Single,Own,A360,15.9,2,Other,20,2444,27005,5,23.46,54
27-12-2018,46,598,Bachelor,26,34356,Married,Own,A361,17.1,0,Auto,20,1411,97165,2,19.12,64
28-12-2018,58,650,High School,37,30185,Married,Mortgage,A362,3.17,0,Auto,16,27102,1447011,6,21.37,39
29-12-2018,38,577,Bachelor,11,13000,Single,Rent,A363,24,0,Education,27,3974,34668,3,17.19,45
30-12-2018,44,577,Associate,22,61563,Married,Mortgage,A364,1.61,1,Home,18,1661,277777,3,19.83,XX
31-12-2018,48,515,High School,27,19403,Married,Mortgage,A365,16.3,1,Home,23,3845,30509,4,20.51,57
01-01-2019,35,601,High School,13,17206,Married,Own,A366,4.48,1,Education,26,16757,63640,5,19.02,53
02-01-2019,42,611,High School,20,23166,Married,Mortgage,A367,4.41,0,Auto,18,4448,58499,4,25.65,53
03-01-2019,40,606,High School,14,21107,Divorced,Mortgage,A368,8.13,1,Home,22,892,57327,13,25.77,44
04-01-2019,41,650,Associate,21,21299,Divorced,Rent,A369,4.26,0,Auto,34,6975,102275,6,20.46,54
05-01-2019,30,652,Doctorate,5,26629,Single,Own,A370,3.07,0,Auto,25,1393,188775,7,18.84,40
06-01-2019,40,640,Bachelor,17,12575,Married,Own,A371,43.6,0,Other,29,9154,582738,5,23.79,33
07-01-2019,45,460,Master,20,21640,Married,Rent,A372,16.4,0,Education,18,12681,15657,7,32.48,68
08-01-2019,57,535,Doctorate,31,54146,Single,Mortgage,A373,5.39,1,Education,21,6496,116848,6,27.72,54
09-01-2019,51,632,Bachelor,28,16563,Married,Mortgage,A374,1.63,0,Home,25,1365,32947,4,21.71,40
10-01-2019,65,591,High School,43,17300,Single,Own,A375,2.96,1,Auto,25,1469,12007,9,22.66,42
11-01-2019,30,618,Master,7,33096,Married,Other,A376,4.61,1,Home,22,2358,59893,0,26.51,XX
12-01-2019,50,615,Bachelor,28,15411,Married,Own,A377,3.87,1,Other,26,3532,80555,6,19.75,55
13-01-2019,42,568,Doctorate,23,20946,Married,Mortgage,A378,5.67,2,Education,26,7825,35166,3,20.88,59
14-01-2019,66,475,Bachelor,40,22865,Divorced,Rent,A379,3.33,0,Home,21,7611,152278,5,27.15,53
15-01-2019,30,544,Bachelor,7,15937,Single,Rent,A380,6.03,1,Auto,27,4190,152259,5,25.19,58
16-01-2019,29,506,Master,9,14359,Widowed,Own,A381,41.5,3,Home,27,3494,178279,3,30.93,50
17-01-2019,32,589,Bachelor,14,29198,Single,Rent,A382,8.07,4,Education,27,1197,62263,6,23.58,XX
18-01-2019,18,570,Bachelor,0,52430,Married,Rent,A383,8.04,1,Other,19,5012,222980,4,22.86,53
19-01-2019,33,576,Associate,9,15354,Married,Rent,A384,33.4,1,Auto,25,1334,38478,5,20.8,40
20-01-2019,30,521,Master,9,49386,Single,Mortgage,A385,397,1,Debt Consolidation,22,1524,160193,1,33.82,55
21-01-2019,41,599,Bachelor,19,24378,Married,Own,A386,22.9,1,Home,24,3482,670349,4,31,33
22-01-2019,44,551,Associate,21,12154,Married,Rent,A387,35.6,1,Auto,29,3959,26658,5,23.22,56
23-01-2019,62,663,Associate,41,12862,Divorced,Rent,A388,45.2,2,Education,14,1215,4971,7,16.03,38
24-01-2019,51,603,Bachelor,27,21732,Married,Rent,A389,28.5,0,Education,27,5430,22133,5,29.6,54
25-01-2019,33,557,High School,10,42959,Married,Mortgage,A390,11.3,3,Home,13,13305,196337,10,25.86,47
26-01-2019,29,550,High School,7,22853,Single,Own,A391,44.2,1,Debt Consolidation,27,4947,62255,4,29.02,60
27-01-2019,45,551,High School,26,23157,Single,Mortgage,A392,8.64,0,Auto,24,3177,4184,11,21.01,46
28-01-2019,24,572,Master,3,23434,Married,Mortgage,A393,6.31,1,Home,25,519,31696,4,25.19,54
29-01-2019,61,643,Associate,37,23776,Divorced,Mortgage,A394,49,0,Auto,17,224,62353,6,23.8,46
30-01-2019,54,569,Bachelor,33,31331,Divorced,Own,A395,17.6,0,Education,21,2826,27794,4,23.51,40
31-01-2019,34,484,Master,9,47668,Married,Mortgage,A396,7.29,0,Home,24,42091,153976,5,30.08,57
01-02-2019,19,576,High School,0,19786,Married,Mortgage,A397,9.45,1,Education,26,1166,595464,8,22.9,47
02-02-2019,56,536,High School,32,6505,Single,Rent,A398,43.4,1,Education,32,10324,157789,7,21.12,51
03-02-2019,38,627,Master,13,23891,Married,Rent,A399,23.1,2,Debt Consolidation,35,2082,110529,4,24.19,62
04-02-2019,54,526,Bachelor,30,26082,Divorced,Rent,A400,29.6,2,Education,32,1607,12682,7,27.32,58
05-02-2019,20,542,High School,0,17597,Single,Rent,A401,45.7,1,Auto,24,21806,24644,6,21.89,54
06-02-2019,32,597,Master,9,29295,Divorced,Own,A402,41.7,1,Debt Consolidation,33,18797,25640,6,19.66,40
07-02-2019,40,617,Bachelor,13,24442,Married,Own,A403,33,1,Debt Consolidation,28,1887,49705,6,19.84,46
08-02-2019,40,561,Master,19,48570,Married,Mortgage,A404,4.51,0,Debt Consolidation,25,5928,18180,4,25.54,57
09-02-2019,34,607,High School,14,46281,Married,Rent,A405,20.1,2,Debt Consolidation,25,4169,19441,3,22.92,54
10-02-2019,47,567,Associate,27,18232,Married,Rent,A406,9.91,0,Auto,26,1735,26445,2,24.56,59
11-02-2019,27,566,Bachelor,5,25057,Divorced,Own,A407,20.1,0,Home,33,14175,53626,9,20.65,41
12-02-2019,38,617,Associate,18,16722,Widowed,Own,A408,1.84,0,Education,25,663,100987,6,19.36,54
13-02-2019,41,506,High School,NaN,23360,Single,Mortgage,A409,20.9,2,Home,25,5529,58320,3,26.97,64
14-02-2019,46,513,High School,23,8521,Married,Other,A410,4.12,1,Home,29,3550,49313,4,29.91,57
15-02-2019,48,615,Bachelor,24,16517,Married,Own,A411,5.61,0,Home,28,4328,15120,5,23.95,49
16-02-2019,26,617,Associate,4,66228,Married,Own,A412,31.5,1,Home,18,2831,72333,5,25.53,57
17-02-2019,21,580,High School,1,16561,Widowed,Other,A413,36.7,4,Home,19,4620,13507,5,18.13,56
18-02-2019,55,632,Bachelor,35,18885,Married,Other,A414,6.5,0,Debt Consolidation,19,2215,17771,6,24.94,49
19-02-2019,43,574,Associate,22,31311,Single,Rent,A415,34.9,1,Home,23,1576,63680,10,23.23,53
20-02-2019,31,588,Associate,8,19939,Married,Own,A416,33.1,2,Debt Consolidation,31,2785,119926,8,23.74,XX
21-02-2019,58,589,Bachelor,34,18879,Married,Own,A417,6.69,0,Home,32,2171,15121,7,22.52,54
22-02-2019,41,546,Associate,17,16100,Married,Own,A418,5.57,0,Auto,22,1152,81363,4,23.22,56
23-02-2019,54,575,Bachelor,34,21495,Married,Mortgage,A419,16.5,4,Education,21,651,127193,5,24.94,35
24-02-2019,40,456,High School,18,78598,Married,Mortgage,A420,4.56,1,Home,28,4418,64751,4,35.57,54
25-02-2019,64,577,High School,44,28510,Married,Rent,A421,5.21,2,Education,25,313,108038,4,28.15,XX
26-02-2019,61,643,Bachelor,38,19845,Single,Mortgage,A422,15.2,0,Education,24,2296,37853,5,20.66,49
27-02-2019,37,605,Doctorate,14,15328,Single,Own,A423,32,2,Education,21,7756,69486,4,20.48,49
28-02-2019,51,589,High School,31,26327,Married,Rent,A424,1.83,2,Home,33,481,78608,3,26.06,XX
01-03-2019,47,560,Bachelor,23,15944,Single,Other,A425,2.63,0,Education,21,6750,45862,2,27.77,68
02-03-2019,56,627,High School,29,15372,Single,Mortgage,A426,27.7,1,Home,25,1741,19927,4,22.44,38
03-03-2019,28,550,Associate,4,33448,Divorced,Rent,A427,43.6,0,Auto,34,4679,39139,4,23.94,55
04-03-2019,48,558,High School,26,26501,Divorced,Mortgage,A428,20.4,1,Auto,22,6369,83685,8,22.6,44
05-03-2019,52,630,Master,30,25204,Divorced,Rent,A429,4.21,0,Debt Consolidation,23,1454,61945,6,18.25,XX
06-03-2019,18,476,Associate,0,28630,Single,Own,A430,2.59,1,Debt Consolidation,24,10667,18427,6,24.38,XX
07-03-2019,25,506,High School,4,84286,Widowed,Other,A431,4.96,1,Education,27,1847,173560,3,29.15,51
08-03-2019,18,486,Bachelor,0,49903,Married,Mortgage,A432,7.42,1,Education,18,12901,54958,3,25.55,55
09-03-2019,36,606,High School,16,17042,Widowed,Mortgage,A433,3.27,2,Home,27,1945,102813,11,22.11,48
10-03-2019,48,584,High School,29,17873,Married,Rent,A434,48.5,1,Home,20,469,28368,4,27.7,57
11-03-2019,58,519,High School,35,36976,Married,Mortgage,A435,182,2,Debt Consolidation,22,2430,130584,4,22.38,49
12-03-2019,40,565,Doctorate,17,65164,Single,Rent,A436,20.6,2,Home,26,3765,16755,7,30.6,73
13-03-2019,59,546,High School,38,12136,Married,Rent,A437,354,0,Education,25,3190,37086,4,24.17,51
14-03-2019,23,553,Doctorate,3,18202,Single,Own,A438,2.08,0,Auto,34,7388,17350,4,27.46,64
15-03-2019,19,537,High School,0,31208,Married,Own,A439,20.3,1,Debt Consolidation,20,12741,33479,6,24.19,54
16-03-2019,39,609,High School,18,23884,Married,Own,A440,32.4,1,Auto,31,2756,163785,3,24.12,55
17-03-2019,44,612,Master,22,4719,Married,Mortgage,A441,41.3,0,Home,29,1292,83237,8,23.28,36
18-03-2019,39,614,Bachelor,13,42094,Married,Rent,A442,35.8,0,Debt Consolidation,28,393,8021,4,21.97,51
19-03-2019,18,571,Associate,0,20750,Married,Rent,A443,2.11,0,Home,23,2063,58927,6,26.77,55
20-03-2019,38,492,Bachelor,18,10926,Divorced,Mortgage,A444,19.5,0,Home,33,2330,13239,4,26.78,58
21-03-2019,24,438,High School,4,27374,Divorced,Other,A445,23.2,3,Other,23,1091,189263,5,27.04,39
22-03-2019,48,654,Bachelor,25,19134,Divorced,Own,A446,573,1,Education,18,2493,133054,5,19.37,38
23-03-2019,44,563,Bachelor,24,8041,Married,Rent,A447,20.4,0,Education,38,4040,137775,10,24.19,50
24-03-2019,28,539,High School,10,40657,Married,Mortgage,A448,20.4,1,Debt Consolidation,25,2022,41102,6,25.55,57
25-03-2019,33,589,Master,9,23836,Single,Rent,A449,24,2,Auto,24,6442,51517,5,25.03,53
26-03-2019,27,545,Associate,4,25345,Single,Own,A450,3.58,1,Education,19,2331,42013,5,26.92,51
27-03-2019,39,549,High School,16,22964,Divorced,Own,A451,6.01,3,Home,32,4629,32744,5,23.27,60
28-03-2019,51,555,Associate,28,34179,Divorced,Rent,A452,12.1,1,Education,20,4547,25975,5,20.93,49
29-03-2019,28,518,Master,6,30056,Married,Rent,A453,25.9,1,Auto,21,1153,48469,8,27.74,57
30-03-2019,46,593,Associate,25,17867,Divorced,Rent,A454,17.2,1,Auto,13,4323,75475,7,20.5,62
31-03-2019,33,572,Bachelor,9,24396,Divorced,Rent,A455,4.51,2,Auto,34,1103,31203,4,22.06,53
01-04-2019,30,513,Master,4,18720,Single,Rent,A456,17.1,0,Debt Consolidation,25,182,61498,3,28.48,38
02-04-2019,38,572,Bachelor,17,14135,Single,Own,A457,17.6,1,Education,26,1063,86220,8,21.74,39
03-04-2019,27,635,Bachelor,7,13913,Divorced,Rent,A458,11.7,0,Education,33,2348,87268,6,17.22,42
04-04-2019,33,524,High School,13,30085,Married,Own,A459,3.34,1,Auto,29,1457,54508,6,27.38,58
05-04-2019,25,540,Bachelor,4,48218,Married,Mortgage,A460,2.91,3,Education,20,1740,73549,8,28.79,55
06-04-2019,63,664,Associate,40,24628,Married,Mortgage,A461,3.17,1,Education,33,6561,30978,5,16.87,36
07-04-2019,40,649,Master,22,7644,Married,Other,A462,4.61,0,Home,24,1116,12146,3,14.25,37
