ID,ApplicationDate,AnnualIncome,EmploymentStatus,Experience,LoanDuration,NumberOfDependents,MonthlyDebtPayments,NumberOfOpenCreditLines,BankruptcyHistory,PreviousLoanDefaults,LengthOfCreditHistory,CheckingAccountBalance,TotalLiabilities,NetWorth,LoanApproved
A312,08-11-2018,35808,Employed,33,24,1,268,1,0,0,29,790,38596,62249,0
A313,09-11-2018,61971,Self-Employed,26,108,0,879,2,0,0,12,359,3795,99941,0
A314,10-11-2018,76040,Employed,27,72,2,268,3,0,0,18,106,103786,24547,1
A315,11-11-2018,89794,Employed,31,60,0,459,1,0,0,20,1944,26067,255602,1
A316,12-11-2018,36971,Employed,20,48,4,293,3,0,0,28,666,7166,3965,0
A317,13-11-2018,92250,Employed,26,96,3,546,3,0,0,28,2870,14788,42950,0
A318,14-11-2018,51610,Employed,11,96,0,193,3,0,0,22,6702,44503,153721,0
A319,15-11-2018,37703,Employed,23,120,0,287,5,0,0,25,1290,11555,455394,0
A320,16-11-2018,141114,Employed,13,48,2,297,3,0,0,4,8004,4438,27704,1
A321,17-11-2018,34960,Employed,21,48,4,721,0,0,0,1,289,38466,1326,0
A322,18-11-2018,28900,Employed,23,60,3,603,2,1,0,18,1809,5287,59198,0
A323,19-11-2018,27888,Unemployed,8,48,2,777,4,0,0,21,115,14281,47554,0
A324,20-11-2018,75116,Employed,45,108,3,267,3,1,0,10,914,58924,1381,0
A325,21-11-2018,19399,Employed,5,48,3,133,1,0,0,13,7180,44451,2484,0
A326,22-11-2018,62204,Employed,1,120,1,243,0,0,0,24,432,14663,189158,0
A327,23-11-2018,28908,Employed,31,36,3,434,4,0,0,26,2065,227607,2610,0
A328,24-11-2018,46181,Self-Employed,24,72,4,374,4,0,0,26,643,90750,119001,0
A329,25-11-2018,190649,Self-Employed,22,48,1,685,2,0,0,14,3287,6239,13252,1
A330,26-11-2018,25914,Unemployed,27,24,0,305,1,0,1,17,700,46267,3667,0
A331,27-11-2018,15778,Employed,19,36,5,790,3,0,1,20,328,155919,7394,0
A332,28-11-2018,103112,Employed,9,60,1,466,2,0,0,11,289,20308,11481,0
A333,29-11-2018,25013,Employed,19,36,2,136,5,0,0,22,303,28925,36376,0
A334,30-11-2018,26923,Employed,6,36,2,1307,0,0,0,12,3033,26009,47106,0
A335,01-12-2018,74246,Employed,27,48,1,349,3,0,0,12,494,7718,103976,0
A336,02-12-2018,87561,Employed,17,72,2,410,3,0,0,6,120,9396,33370,0
A337,03-12-2018,15000,Employed,8,60,2,298,1,0,1,13,3157,12525,163061,0
A338,04-12-2018,64483,Employed,11,36,1,177,5,0,0,16,5221,44720,158779,0
A339,05-12-2018,66790,Employed,18,72,0,558,1,1,0,20,1779,66997,23711,0
A340,06-12-2018,139115,Employed,10,36,3,319,4,0,0,26,1302,15383,138097,1
A341,07-12-2018,23058,Employed,12,60,1,432,4,0,0,11,1380,24121,1865,0
A342,08-12-2018,67760,Employed,19,120,0,413,2,0,0,4,1080,21085,91097,0
A343,09-12-2018,31104,Employed,18,48,0,655,5,0,0,19,1172,5869,30259,0
A344,10-12-2018,82323,Employed,10,36,5,408,5,0,0,26,1334,23465,265582,1
A345,11-12-2018,27943,Employed,10,60,0,479,5,1,0,2,110,25983,106844,0
A346,12-12-2018,37699,Employed,19,96,2,355,2,0,0,21,538,11274,55818,0
A347,13-12-2018,55160,Employed,2,60,2,809,3,0,0,20,2251,10779,7498,0
A348,14-12-2018,81109,Employed,2,24,2,352,4,0,0,28,1571,4190,179583,0
A349,15-12-2018,65622,Employed,9,48,0,342,6,0,0,21,138,53780,6038,0
A350,16-12-2018,86286,Employed,12,24,0,687,2,0,0,18,571,67529,289765,1
A351,17-12-2018,46001,Employed,22,36,1,239,7,0,0,12,437,75930,8639,0
A352,18-12-2018,192941,Employed,34,48,2,430,3,1,0,24,257,19450,49503,1
A353,19-12-2018,62852,Employed,27,48,2,390,6,0,0,27,571,23421,48347,0
A354,20-12-2018,35591,Employed,12,12,3,533,5,0,0,9,921,56231,4165,0
A355,21-12-2018,74123,Employed,17,60,3,185,3,0,0,17,73,23124,4401,1
A356,22-12-2018,59387,Employed,8,72,1,720,5,0,0,20,545,4819,27371,0
A357,23-12-2018,19530,Employed,15,60,2,643,2,0,0,14,1233,11153,79411,0
A358,24-12-2018,64412,Employed,9,48,0,459,2,0,0,25,381,179431,3469,0
A359,25-12-2018,25619,Employed,19,72,0,435,4,0,0,13,948,14261,25413,0
A360,26-12-2018,22019,Self-Employed,9,48,2,175,2,0,0,24,5271,5841,21164,0
A361,27-12-2018,34332,Employed,26,48,2,617,6,1,0,19,3152,17006,80159,0
A362,28-12-2018,46693,Employed,37,84,3,288,3,1,0,28,1073,28452,1418559,1
A363,29-12-2018,34274,Employed,11,36,0,265,4,0,0,25,1019,14445,20223,1
A364,30-12-2018,37382,Employed,22,12,4,280,0,0,0,2,478,9042,268735,0
A365,31-12-2018,15248,Employed,27,36,0,212,3,0,0,29,292,40003,5376,0
A366,01-01-2019,39345,Employed,13,24,0,357,4,0,0,2,2328,44716,18924,0
A367,02-01-2019,20078,Self-Employed,20,60,1,282,3,0,0,26,2127,10295,48204,0
A368,03-01-2019,162439,Employed,14,60,1,639,2,0,0,4,975,25861,31466,1
A369,04-01-2019,41973,Employed,21,84,0,490,0,0,0,15,1209,124307,7651,0
A370,05-01-2019,52828,Employed,5,12,0,268,4,0,0,19,748,35689,153086,0
A371,06-01-2019,78355,Employed,17,120,1,454,4,0,0,20,1165,51952,530786,1
A372,07-01-2019,126823,Employed,20,60,3,429,1,1,1,4,2976,7751,7906,0
A373,08-01-2019,34903,Employed,31,48,1,295,6,0,0,26,603,43380,73468,0
A374,09-01-2019,87835,Employed,28,48,2,310,3,0,0,27,436,12571,20376,1
A375,10-01-2019,94430,Employed,43,48,1,329,3,0,0,27,204,30138,10299,1
A376,11-01-2019,58410,Employed,7,108,3,187,3,0,0,15,210,12503,47390,0
A377,12-01-2019,59113,Employed,28,24,1,1408,4,0,1,1,1047,2437,78118,0
A378,13-01-2019,45271,Employed,23,24,2,384,4,0,0,4,1417,35863,3434,0
A379,14-01-2019,47088,Employed,40,12,0,489,1,0,0,11,1079,56712,95566,0
A380,15-01-2019,39186,Employed,7,36,3,495,3,0,1,11,4018,10213,142046,0
A381,16-01-2019,35052,Employed,9,84,0,516,1,0,0,13,171,1516,176763,0
A382,17-01-2019,77345,Unemployed,14,60,1,1014,1,0,0,21,1034,14168,48095,0
A383,18-01-2019,23423,Employed,0,12,4,215,3,0,0,21,4126,23859,199121,0
A384,19-01-2019,74922,Employed,9,48,3,672,1,0,0,20,1002,24807,13671,1
A385,20-01-2019,119257,Employed,9,60,1,425,4,0,0,14,4180,176809,6861,0
A386,21-01-2019,62019,Employed,19,96,3,257,0,0,0,12,1101,7167,663182,1
A387,22-01-2019,15132,Employed,21,36,3,195,4,0,0,11,1311,173022,2077,0
A388,23-01-2019,98825,Employed,41,12,2,90,1,0,0,19,1239,53232,3328,1
A389,24-01-2019,35954,Employed,27,108,2,503,4,0,0,21,1385,42978,8380,0
A390,25-01-2019,27379,Employed,10,24,0,817,3,0,0,17,2213,9239,187098,0
A391,26-01-2019,40688,Employed,7,48,0,145,3,0,0,17,3518,35939,26316,0
A392,27-01-2019,93411,Employed,26,72,3,499,1,0,0,2,1007,7492,8165,1
A393,28-01-2019,21210,Employed,3,60,3,385,4,0,0,18,446,10550,21146,0
A394,29-01-2019,55593,Employed,37,96,0,860,2,0,0,19,51,5221,57132,0
A395,30-01-2019,184838,Employed,33,36,1,369,1,0,0,14,1413,11692,16102,1
A396,31-01-2019,27349,Unemployed,9,108,2,396,5,0,0,1,1261,26773,127203,0
A397,01-02-2019,33191,Employed,0,36,1,523,2,0,0,4,6425,6806,588658,0
A398,02-02-2019,24858,Employed,32,48,1,827,0,0,0,16,1064,41509,116280,0
A399,03-02-2019,86622,Employed,13,84,0,338,6,1,0,24,1579,33445,77084,0
A400,04-02-2019,31769,Self-Employed,30,60,4,568,3,0,0,5,1652,7411,5271,0
A401,05-02-2019,15000,Employed,0,36,3,347,4,0,0,9,2838,4478,20166,0
A402,06-02-2019,83854,Employed,9,72,2,546,3,0,0,9,1275,70511,7686,1
A403,07-02-2019,61340,Employed,13,24,1,174,4,0,0,26,2293,6824,42881,0
A404,08-02-2019,29436,Unemployed,19,24,0,286,7,0,0,7,1842,4725,13455,0
A405,09-02-2019,40420,Employed,14,24,0,434,3,0,0,5,3015,27821,1912,0
A406,10-02-2019,25328,Employed,27,48,0,356,5,0,0,19,7943,16616,9829,0
A407,11-02-2019,86106,Self-Employed,5,36,0,385,5,0,0,11,476,14841,38785,1
A408,12-02-2019,49168,Self-Employed,18,36,0,315,3,0,0,21,1650,54061,46926,0
A409,13-02-2019,24075,Employed,15,24,2,473,2,0,1,18,514,20984,37336,0
A410,14-02-2019,27464,Employed,23,60,0,269,6,0,0,27,3172,11764,37549,0
A411,15-02-2019,34814,Employed,24,48,2,387,1,0,0,10,1799,7116,8004,0
A412,16-02-2019,23563,Employed,4,24,3,362,3,0,1,10,2332,4726,67607,0
A413,17-02-2019,88618,Employed,1,36,0,662,3,0,0,8,4613,24718,9748,0
A414,18-02-2019,123514,Employed,35,60,0,612,1,0,0,6,2437,10230,7541,0
A415,19-02-2019,44674,Employed,22,24,1,538,1,0,0,16,207,40187,23493,0
A416,20-02-2019,34622,Unemployed,8,48,1,240,6,0,0,20,222,9842,110084,0
A417,21-02-2019,27715,Employed,34,36,1,764,0,0,0,21,429,212538,4498,0
A418,22-02-2019,42964,Employed,17,72,3,157,7,0,0,23,1149,38761,42602,0
A419,23-02-2019,87263,Employed,34,60,0,242,3,0,0,29,227,26600,100593,1
A420,24-02-2019,81906,Employed,18,36,0,447,3,0,0,15,343,4292,60459,0
A421,25-02-2019,36477,Employed,44,72,1,210,4,0,0,18,607,28726,79312,0
A422,26-02-2019,21728,Employed,38,48,0,191,4,0,0,9,377,8810,29043,0
A423,27-02-2019,33297,Employed,14,48,3,1074,1,0,0,8,1167,95830,8884,0
A424,28-02-2019,67500,Employed,31,60,0,301,2,0,0,4,2430,35775,42833,0
A425,01-03-2019,50147,Employed,23,108,2,308,4,0,1,1,327,69335,8089,0
A426,02-03-2019,92706,Employed,29,48,2,304,2,0,0,10,779,11032,8895,1
A427,03-03-2019,27792,Employed,4,48,3,575,3,0,0,14,1151,28880,10259,0
A428,04-03-2019,116551,Employed,26,96,0,340,2,0,0,8,1211,27575,56110,1
A429,05-03-2019,25587,Employed,30,24,1,180,2,0,0,16,2030,109774,9898,0
A430,06-03-2019,15000,Employed,0,48,2,714,2,0,0,26,919,49046,9382,0
A431,07-03-2019,79101,Employed,4,36,1,486,3,0,0,11,1969,3131,170429,0
A432,08-03-2019,25700,Employed,0,36,0,251,5,0,0,16,294,63824,1629,0
A433,09-03-2019,44241,Employed,16,48,3,763,3,0,0,24,727,9353,93460,0
A434,10-03-2019,47722,Unemployed,29,60,2,226,9,0,0,29,5474,29588,8251,0
A435,11-03-2019,53571,Employed,35,36,3,248,2,0,0,16,759,21078,109506,0
A436,12-03-2019,44449,Employed,17,60,0,435,5,1,1,12,683,34529,3397,0
A437,13-03-2019,30590,Employed,38,48,0,265,4,0,0,17,655,67348,8831,0
A438,14-03-2019,29273,Employed,3,60,3,527,6,1,0,17,1231,14899,2451,0
A439,15-03-2019,57523,Employed,0,24,0,915,0,0,0,5,8018,26590,6889,0
A440,16-03-2019,66712,Employed,18,96,0,508,6,1,0,16,4247,60439,103346,0
A441,17-03-2019,55812,Employed,22,60,0,563,4,0,0,12,632,10129,73108,1
A442,18-03-2019,30031,Employed,13,12,3,855,2,0,0,4,1430,8884,4136,0
A443,19-03-2019,63559,Unemployed,0,60,1,223,3,0,0,27,3704,23404,35523,0
A444,20-03-2019,23447,Employed,18,60,0,712,2,0,0,8,3474,7876,5363,0
A445,21-03-2019,102472,Employed,4,48,2,267,2,0,0,6,1320,52751,136512,1
A446,22-03-2019,74805,Employed,25,48,2,558,2,0,0,7,1262,8416,124638,1
A447,23-03-2019,48486,Self-Employed,24,60,1,1048,3,0,0,12,1320,8380,129395,0
A448,24-03-2019,65027,Self-Employed,10,48,0,590,5,0,0,29,1001,8982,32120,0
A449,25-03-2019,75623,Employed,9,120,0,512,3,0,0,3,1325,24300,27217,0
A450,26-03-2019,44874,Employed,4,36,3,202,4,0,0,10,524,10856,31157,0
A451,27-03-2019,15000,Employed,16,24,2,473,1,0,0,2,314,36021,3410,0
A452,28-03-2019,65457,Employed,28,36,4,143,4,0,0,18,21428,50901,5065,0
A453,29-03-2019,106388,Unemployed,6,36,0,491,4,0,0,4,1517,28918,19551,0
A454,30-03-2019,35651,Employed,25,36,1,393,2,1,0,13,5346,12617,62858,0
A455,31-03-2019,80427,Employed,9,60,2,635,5,0,0,3,474,78542,4572,0
A456,01-04-2019,86748,Employed,4,72,3,146,3,0,0,17,266,12825,48673,1
A457,02-04-2019,52825,Employed,17,24,0,549,2,0,0,23,584,33289,52931,1
A458,03-04-2019,61983,Unemployed,7,48,3,305,2,0,0,23,2309,39242,48026,1
A459,04-04-2019,58110,Employed,13,36,0,404,2,0,0,29,6251,15910,38598,0
A460,05-04-2019,50974,Employed,4,60,3,700,1,0,0,7,7853,40494,33055,0
A461,06-04-2019,170399,Employed,40,60,2,506,2,0,0,19,1789,41108,7555,1
A462,07-04-2019,97910,Employed,22,48,3,371,1,0,0,11,1259,3612,8534,1
A463,08-04-2019,55181,Self-Employed,8,12,0,652,6,0,0,28,1493,17742,9932,0
A464,09-04-2019,84242,Employed,18,84,2,242,4,0,0,8,877,93983,4740,0
A465,10-04-2019,80819,Employed,19,108,2,334,1,0,0,9,764,18480,184825,0
A466,11-04-2019,15781,Self-Employed,16,36,0,433,3,0,0,26,4928,37927,82229,0
A467,12-04-2019,42829,Employed,24,48,2,240,4,0,0,20,122,12900,287930,0
A468,13-04-2019,38114,Employed,27,36,0,1427,5,0,0,15,1895,34214,1759,0
A469,14-04-2019,64403,Employed,9,36,0,212,4,0,0,25,771,7187,86474,1
A470,15-04-2019,37192,Employed,11,96,0,688,3,0,0,2,213,4410,30181,0
A471,16-04-2019,58640,Employed,11,48,1,562,6,1,0,19,4010,54570,6297,0
A472,17-04-2019,33339,Employed,0,72,3,553,6,0,1,26,627,12149,25085,0
A473,18-04-2019,147047,Self-Employed,0,72,1,343,3,0,0,1,1707,46257,128683,1
A474,19-04-2019,136707,Employed,36,48,1,1158,1,0,0,22,1511,261099,9035,1
A475,20-04-2019,21692,Employed,35,24,0,336,3,0,0,15,3620,10609,44277,0
A476,21-04-2019,54553,Employed,14,12,2,333,3,1,0,9,2042,5230,50582,0
A477,22-04-2019,55997,Employed,22,36,1,720,1,0,0,9,1489,37865,10236,1
A478,23-04-2019,52731,Employed,19,36,2,520,3,0,0,1,2015,16775,242935,1
A479,24-04-2019,91120,Employed,58,36,2,428,3,0,0,12,2003,58023,110694,1
A480,25-04-2019,32322,Unemployed,33,36,2,969,7,0,1,17,231,6356,81258,0
A481,26-04-2019,23183,Employed,18,12,3,523,2,0,0,5,503,89600,5366,0
A482,27-04-2019,35295,Unemployed,7,60,0,557,2,0,0,27,942,47345,14075,0
A483,28-04-2019,28624,Employed,0,36,1,535,3,0,0,14,1018,89933,4714,0
A484,29-04-2019,41957,Employed,18,60,2,825,1,0,0,14,1459,13044,10146,0
A485,30-04-2019,63120,Employed,5,36,1,246,4,0,0,18,2855,49119,1154,0
A486,01-05-2019,53408,Employed,0,36,1,642,2,0,0,25,275,1182,129398,0
A487,02-05-2019,28323,Employed,10,108,4,262,6,0,1,28,665,47600,9714,0
A488,03-05-2019,45153,Employed,6,60,0,262,2,0,0,26,1044,13566,40366,0
A489,04-05-2019,15000,Employed,37,48,0,800,5,0,1,7,653,29093,4745,0
A490,05-05-2019,181497,Employed,27,12,2,138,1,0,0,23,1254,49062,1273,1
A491,06-05-2019,56490,Employed,15,60,0,117,4,0,0,25,1720,7859,22204,1
A492,07-05-2019,83062,Self-Employed,33,36,5,319,6,0,0,6,4368,10635,208028,1
A493,08-05-2019,68350,Employed,22,36,0,343,3,0,0,18,266,22825,26551,1
A494,09-05-2019,37098,Employed,7,72,2,402,3,0,0,26,13255,41600,11568,0
A495,10-05-2019,15000,Employed,33,36,2,773,3,0,0,4,1632,9082,45979,0
A496,11-05-2019,48160,Employed,24,36,2,515,5,0,0,14,3811,134326,49330,0
A497,12-05-2019,62186,Employed,2,60,2,284,6,0,0,26,1742,47308,17720,1
A498,13-05-2019,52719,Employed,15,60,0,798,4,0,0,6,157,6166,115109,0
A499,14-05-2019,82968,Employed,6,24,1,608,4,0,0,12,4247,21838,376393,1
A500,15-05-2019,59756,Employed,3,120,0,436,2,0,0,4,7021,3162,21920,0
A501,16-05-2019,184200,Employed,31,60,2,344,5,0,0,21,18925,8913,13797,1
A502,17-05-2019,34147,Employed,38,24,0,291,4,0,0,1,2791,6588,88305,0
A503,18-05-2019,52656,Employed,0,48,1,362,2,0,0,5,948,37160,2154,0
A504,19-05-2019,29822,Employed,23,72,5,502,4,0,0,10,123,39157,495290,0
A505,20-05-2019,73090,Self-Employed,12,24,0,556,4,0,0,6,2608,4639,42782,1
A506,21-05-2019,28500,Employed,11,12,4,321,5,0,0,8,4652,5950,35859,0
A507,22-05-2019,19063,Self-Employed,7,36,1,581,4,0,0,27,720,51159,108302,0
A508,23-05-2019,19018,Employed,3,84,2,410,2,0,0,2,1328,33347,3326,0
A509,24-05-2019,72965,Employed,18,48,3,565,5,0,0,5,1221,15591,7841,0
A510,25-05-2019,125689,Employed,11,60,3,480,2,1,0,2,1393,41735,93548,0
A511,26-05-2019,84512,Employed,19,12,0,706,4,0,0,27,4370,6394,221811,1
A512,27-05-2019,64438,Self-Employed,17,24,2,628,2,0,0,18,5511,93239,5241,0
A513,28-05-2019,45729,Employed,13,60,4,1471,3,0,0,2,6163,65675,6976,0
A514,29-05-2019,19553,Employed,6,36,1,351,2,0,0,1,903,49921,7844,0
A515,30-05-2019,28539,Employed,12,48,4,214,3,0,0,20,633,40381,151071,0
A516,31-05-2019,47130,Employed,26,60,0,778,6,0,0,18,514,6835,17293,0
A517,01-06-2019,35985,Self-Employed,21,96,2,230,2,0,0,8,4157,80978,2962,0
A518,02-06-2019,30967,Employed,6,36,2,270,4,0,0,22,8795,4630,56396,0
A519,03-06-2019,24251,Employed,21,12,0,370,4,0,0,4,1035,257118,8005,0
A520,04-06-2019,51792,Employed,30,72,0,429,7,0,0,14,1142,7823,24577,1
A521,05-06-2019,29548,Employed,0,24,2,230,2,0,0,29,1895,8464,195517,0
A522,06-06-2019,127245,Employed,24,24,0,522,2,0,0,23,711,20610,37704,1
A523,07-06-2019,84197,Employed,8,24,2,628,4,0,0,12,383,17564,95513,1
A524,08-06-2019,79036,Employed,26,108,3,442,5,0,1,29,1542,53893,48437,0
A525,09-06-2019,56699,Employed,4,36,1,370,4,0,0,3,2930,17358,50669,0
A526,10-06-2019,15844,Employed,0,48,0,366,3,0,0,15,1293,9416,78381,0
A527,11-06-2019,183937,Employed,0,24,1,352,3,0,0,23,954,83976,42471,1
A528,12-06-2019,42120,Employed,14,72,4,360,1,0,0,26,3163,7572,228076,1
A529,13-06-2019,78910,Unemployed,20,48,0,241,4,0,0,4,120,69909,322668,0
A530,14-06-2019,95344,Employed,10,84,3,378,6,0,0,14,505,33833,11429,0
A531,15-06-2019,26417,Unemployed,25,60,0,305,1,0,0,27,2468,15294,4096,0
A532,16-06-2019,25531,Unemployed,0,24,1,482,5,0,0,23,409,4757,323666,0
A533,17-06-2019,58617,Employed,19,60,3,625,1,0,0,18,1142,8259,34428,0
A534,18-06-2019,26712,Employed,2,36,2,912,1,0,0,1,6531,42322,10910,0
A535,19-06-2019,40310,Self-Employed,11,36,0,426,1,0,0,24,385,18706,28793,0
A536,20-06-2019,15000,Employed,19,36,0,582,3,0,0,13,346,78278,18345,0
A537,21-06-2019,62164,Employed,7,60,2,566,3,0,0,9,318,5271,49701,1
A538,22-06-2019,101205,Employed,14,60,3,499,2,0,0,25,1186,13889,131613,1
A539,23-06-2019,41332,Employed,25,24,1,248,4,0,0,8,3507,156844,8752,0
A540,24-06-2019,28122,Employed,12,36,2,510,5,0,0,13,272,139053,10791,0
A541,25-06-2019,42964,Employed,27,60,2,561,4,0,0,6,696,6291,73604,0
A542,26-06-2019,49548,Employed,3,36,2,425,2,0,0,15,681,62877,4708,0
A543,27-06-2019,51051,Employed,23,36,4,235,1,0,0,3,2025,100689,16057,0
A544,28-06-2019,75017,Employed,34,48,1,1445,2,0,0,13,1387,6086,100057,0
A545,29-06-2019,26317,Employed,0,120,2,223,1,0,1,26,145,75429,6179,0
A546,30-06-2019,28620,Employed,7,60,4,389,3,0,0,17,2957,29474,389586,0
A547,01-07-2019,83580,Employed,23,36,0,414,1,1,0,3,1221,10734,2198,0
A548,02-07-2019,39872,Employed,14,12,4,269,3,0,0,14,766,54378,9672,0
A549,03-07-2019,100980,Employed,22,36,1,370,3,0,0,23,289,42694,24866,1
A550,04-07-2019,33300,Employed,11,48,0,387,6,0,1,10,270,6164,275113,0
A551,05-07-2019,65680,Unemployed,19,72,0,486,3,0,0,2,1730,124058,37184,0
A552,06-07-2019,48832,Employed,15,60,3,580,3,0,0,21,7708,6710,39913,0
A553,07-07-2019,274161,Employed,31,60,2,206,3,0,0,24,7205,4332,85364,1
A554,08-07-2019,29315,Unemployed,20,60,4,351,2,0,0,2,2760,32069,4566,0
A555,09-07-2019,44780,Unemployed,22,60,1,684,2,0,0,21,1400,27402,124193,0
A556,10-07-2019,24199,Employed,13,24,0,337,4,0,0,29,624,57104,100259,0
A557,11-07-2019,112033,Employed,13,60,2,308,2,0,0,18,1988,9619,144362,0
A558,12-07-2019,115637,Employed,11,60,1,259,3,0,0,7,2354,47599,705839,1
A559,13-07-2019,43752,Employed,22,48,0,457,4,0,0,6,473,152395,3140,0
A560,14-07-2019,84516,Self-Employed,11,72,0,769,6,0,0,2,915,17053,11958,0
A561,15-07-2019,63079,Employed,18,84,0,449,6,0,0,26,432,21142,20458,0
A562,16-07-2019,86330,Employed,43,60,1,254,5,0,0,19,242,17411,17515,1
A563,17-07-2019,27549,Employed,26,36,1,466,4,0,0,1,2765,19487,13737,0
A564,18-07-2019,65087,Employed,13,72,0,695,4,0,0,9,702,16042,106364,1
A565,19-07-2019,171153,Employed,27,84,2,447,2,0,0,3,747,24131,48386,1
A566,20-07-2019,125795,Employed,13,84,4,714,2,0,1,25,3438,94261,5729,1
A567,21-07-2019,64715,Employed,0,96,4,586,4,0,0,20,822,29674,70877,0
A568,22-07-2019,68021,Employed,4,84,1,311,3,0,0,23,4788,15215,10054,0
A569,23-07-2019,227026,Employed,0,60,0,357,1,1,0,27,241,17832,5641,1
A570,24-07-2019,73723,Employed,14,60,2,433,1,0,0,12,276,29771,10370,0
A571,25-07-2019,28024,Employed,16,24,1,175,6,0,0,25,581,14300,16143,0
A572,26-07-2019,178505,Employed,38,12,3,1228,1,0,0,1,2148,31409,234833,1
A573,27-07-2019,58472,Employed,25,96,1,404,2,0,0,6,1481,37940,64201,1
A574,28-07-2019,61529,Unemployed,15,12,2,176,5,0,0,5,1456,10871,39943,0
A575,29-07-2019,45667,Employed,29,48,5,775,2,0,0,5,3209,19046,38709,0
A576,30-07-2019,29145,Self-Employed,0,72,0,344,0,0,0,5,976,35582,17187,0
A577,31-07-2019,51631,Employed,16,48,1,575,4,0,0,14,550,90417,7459,0
A578,01-08-2019,90478,Employed,25,84,0,565,1,0,0,9,2302,8566,33463,1
A579,02-08-2019,68067,Employed,0,96,4,810,3,0,0,11,435,3401,115064,0
A580,03-08-2019,82334,Employed,32,36,1,689,5,0,1,8,695,18895,204921,1
A581,04-08-2019,41288,Employed,22,60,1,409,1,0,0,27,954,26848,101282,0
A582,05-08-2019,18005,Self-Employed,15,12,4,432,2,1,0,14,601,19389,116143,0
A583,06-08-2019,50061,Employed,26,48,1,460,2,0,0,28,4552,38903,60025,0
A584,07-08-2019,87371,Employed,46,72,0,907,2,0,0,25,976,7937,66517,0
A585,08-08-2019,18379,Self-Employed,22,36,2,556,4,0,0,16,205,13311,60289,0
A586,09-08-2019,51726,Employed,17,60,0,346,3,1,0,12,214,26878,31317,0
A587,10-08-2019,47633,Employed,16,24,5,425,2,0,0,4,332,9735,278021,0
A588,11-08-2019,25959,Employed,4,72,4,199,2,0,0,9,614,11023,35896,0
A589,12-08-2019,72613,Employed,24,36,3,745,3,0,0,9,159,2067,35298,0
A590,13-08-2019,107380,Employed,6,96,2,447,1,0,0,20,6986,9557,55901,1
A591,14-08-2019,170970,Employed,20,120,0,948,4,0,0,17,839,19627,133298,1
A592,15-08-2019,62296,Employed,15,12,0,267,2,0,0,9,79,51147,8779,1
A593,16-08-2019,110989,Employed,24,48,1,428,8,0,1,24,1488,22265,25019,1
A594,17-08-2019,24270,Employed,20,48,3,546,1,1,0,15,8221,20514,3256,0
A595,18-08-2019,37808,Unemployed,29,36,0,575,0,0,0,14,3951,86710,9426,0
A596,19-08-2019,73477,Self-Employed,13,48,3,515,2,0,0,27,3189,9683,104734,1
A597,20-08-2019,30273,Employed,11,48,2,467,5,0,0,8,3053,27613,9346,0
A598,21-08-2019,45303,Employed,2,48,1,439,2,0,0,9,4406,26047,135311,0
A599,22-08-2019,93598,Unemployed,12,36,4,378,4,0,0,26,5664,3845,5915,1
A600,23-08-2019,43325,Employed,21,60,2,270,1,0,0,25,466,62030,7260,0
A601,24-08-2019,30386,Employed,30,96,0,1237,4,1,0,21,840,75041,71248,0
A602,25-08-2019,30694,Employed,6,36,1,258,2,0,0,16,735,105749,12459,0
A603,26-08-2019,40892,Employed,26,60,2,176,1,0,0,10,388,510771,6686,0
A604,27-08-2019,78126,Employed,33,48,0,745,1,0,1,20,193,6430,168478,0
A605,28-08-2019,39612,Employed,23,48,0,962,5,0,0,5,1221,16967,41741,0
A606,29-08-2019,15000,Employed,40,72,4,813,2,0,0,12,6028,37384,182985,0
A607,30-08-2019,65391,Employed,8,12,0,515,5,0,0,14,1462,32791,16755,0
A608,31-08-2019,58653,Employed,3,24,1,527,1,0,0,6,1947,10638,22457,0
A609,01-09-2019,17186,Employed,0,108,0,664,2,0,0,6,397,38928,1801,0
A610,02-09-2019,28997,Employed,38,36,0,192,3,0,0,4,1360,8246,71595,0
A611,03-09-2019,134094,Employed,25,48,0,145,3,0,0,18,431,36531,101723,1
A612,04-09-2019,45293,Employed,16,72,3,364,3,0,0,21,195,10505,156699,0
A613,05-09-2019,75736,Employed,22,12,2,339,2,0,0,26,2587,6905,8242,0
A614,06-09-2019,46480,Unemployed,4,48,1,280,1,1,0,18,2067,12666,27127,0
A615,07-09-2019,97919,Employed,47,24,0,505,3,1,0,17,551,25216,18217,0
A616,08-09-2019,33513,Employed,19,60,0,364,5,0,0,27,132,7260,10836,0
A617,09-09-2019,41344,Employed,18,36,2,155,5,0,0,28,254,18936,94632,1
A618,10-09-2019,55698,Employed,25,36,0,394,6,0,0,13,3821,9417,31119,0
A619,11-09-2019,17540,Employed,27,60,0,243,3,0,0,14,329,7278,69665,0
A620,12-09-2019,62851,Employed,18,48,3,148,0,0,0,14,957,60139,9352,0
A621,13-09-2019,27864,Employed,8,36,0,329,4,0,0,1,4658,24305,1940,0
A622,14-09-2019,83417,Unemployed,19,84,2,980,3,0,0,13,1237,6388,148099,0
A623,15-09-2019,68487,Unemployed,42,60,0,347,7,0,1,4,3451,1191,7834,0
A624,16-09-2019,44238,Self-Employed,35,72,2,433,1,0,0,5,2847,200877,9443,0
A625,17-09-2019,113834,Employed,37,108,0,303,2,0,0,1,10468,12836,71407,1
A626,18-09-2019,15000,Employed,10,48,1,974,5,0,0,11,855,3845,129477,0
